Leading Cancer Sites,Leading Cancer Sites Code,Sex,Sex Code,Year,States,States Code,Count
Corpus Uteri,27020,Female,F,2000,Delaware,10,114
Corpus Uteri,27020,Female,F,2000,District of Columbia,11,80
Corpus Uteri,27020,Female,F,2000,Florida,12,2270
Corpus Uteri,27020,Female,F,2000,Georgia,13,714
Corpus Uteri,27020,Female,F,2000,Hawaii,15,147
Corpus Uteri,27020,Female,F,2000,Idaho,16,138
Corpus Uteri,27020,Female,F,2000,Illinois,17,1585
Corpus Uteri,27020,Female,F,2000,Indiana,18,839
Corpus Uteri,27020,Female,F,2000,Iowa,19,444
Corpus Uteri,27020,Female,F,2000,Kansas,20,326
Corpus Uteri,27020,Female,F,2000,Kentucky,21,541
Corpus Uteri,27020,Female,F,2000,Louisiana,22,376
Corpus Uteri,27020,Female,F,2000,Maine,23,234
Corpus Uteri,27020,Female,F,2000,Maryland,24,563
Corpus Uteri,27020,Female,F,2000,Massachusetts,25,899
Corpus Uteri,27020,Female,F,2000,Michigan,26,1428
Corpus Uteri,27020,Female,F,2000,Minnesota,27,622
Corpus Uteri,27020,Female,F,2000,Missouri,29,774
Corpus Uteri,27020,Female,F,2000,Montana,30,115
Corpus Uteri,27020,Female,F,2000,Nebraska,31,273
Corpus Uteri,27020,Female,F,2000,Nevada,32,179
Corpus Uteri,27020,Female,F,2000,New Hampshire,33,177
Corpus Uteri,27020,Female,F,2000,New Jersey,34,1330
Corpus Uteri,27020,Female,F,2000,New Mexico,35,164
Corpus Uteri,27020,Female,F,2000,New York,36,2735
Corpus Uteri,27020,Female,F,2000,North Carolina,37,816
Corpus Uteri,27020,Female,F,2000,North Dakota,38,69
Corpus Uteri,27020,Female,F,2000,Ohio,39,1671
Corpus Uteri,27020,Female,F,2000,Oklahoma,40,353
Corpus Uteri,27020,Female,F,2000,Oregon,41,465
Corpus Uteri,27020,Female,F,2000,Pennsylvania,42,2280
Corpus Uteri,27020,Female,F,2000,Rhode Island,44,174
Corpus Uteri,27020,Female,F,2000,South Carolina,45,411
Corpus Uteri,27020,Female,F,2000,Tennessee,47,592
Corpus Uteri,27020,Female,F,2000,Texas,48,1771
Corpus Uteri,27020,Female,F,2000,Utah,49,189
Corpus Uteri,27020,Female,F,2000,Vermont,50,99
Corpus Uteri,27020,Female,F,2000,Virginia,51,776
Corpus Uteri,27020,Female,F,2000,Washington,53,715
Corpus Uteri,27020,Female,F,2000,West Virginia,54,329
Corpus Uteri,27020,Female,F,2000,Wisconsin,55,757
Corpus Uteri,27020,Female,F,2000,Wyoming,56,50
Corpus Uteri,27020,Female,F,2001,Alabama,1,416
Corpus Uteri,27020,Female,F,2001,Alaska,2,61
Corpus Uteri,27020,Female,F,2001,Arizona,4,493
Corpus Uteri,27020,Female,F,2001,Arkansas,5,268
Corpus Uteri,27020,Female,F,2001,California,6,3752
Corpus Uteri,27020,Female,F,2001,Colorado,8,447
Corpus Uteri,27020,Female,F,2001,Connecticut,9,571
Corpus Uteri,27020,Female,F,2001,Delaware,10,105
Corpus Uteri,27020,Female,F,2001,District of Columbia,11,59
Corpus Uteri,27020,Female,F,2001,Florida,12,2277
Corpus Uteri,27020,Female,F,2001,Georgia,13,737
Corpus Uteri,27020,Female,F,2001,Hawaii,15,154
Corpus Uteri,27020,Female,F,2001,Idaho,16,128
Corpus Uteri,27020,Female,F,2001,Illinois,17,1709
Corpus Uteri,27020,Female,F,2001,Indiana,18,841
Corpus Uteri,27020,Female,F,2001,Iowa,19,480
Corpus Uteri,27020,Female,F,2001,Kansas,20,342
Corpus Uteri,27020,Female,F,2001,Kentucky,21,485
Corpus Uteri,27020,Female,F,2001,Louisiana,22,418
Corpus Uteri,27020,Female,F,2001,Maine,23,240
Corpus Uteri,27020,Female,F,2001,Maryland,24,577
Corpus Uteri,27020,Female,F,2001,Massachusetts,25,937
Corpus Uteri,27020,Female,F,2001,Michigan,26,1416
Corpus Uteri,27020,Female,F,2001,Minnesota,27,693
Corpus Uteri,27020,Female,F,2001,Missouri,29,756
Corpus Uteri,27020,Female,F,2001,Montana,30,131
Corpus Uteri,27020,Female,F,2001,Nebraska,31,230
Corpus Uteri,27020,Female,F,2001,Nevada,32,185
Corpus Uteri,27020,Female,F,2001,New Hampshire,33,191
Corpus Uteri,27020,Female,F,2001,New Jersey,34,1418
Corpus Uteri,27020,Female,F,2001,New Mexico,35,189
Corpus Uteri,27020,Female,F,2001,New York,36,2998
Corpus Uteri,27020,Female,F,2001,North Carolina,37,929
Corpus Uteri,27020,Female,F,2001,North Dakota,38,100
Corpus Uteri,27020,Female,F,2001,Ohio,39,1725
Corpus Uteri,27020,Female,F,2001,Oklahoma,40,360
Corpus Uteri,27020,Female,F,2001,Oregon,41,444
Corpus Uteri,27020,Female,F,2001,Pennsylvania,42,2412
Corpus Uteri,27020,Female,F,2001,Rhode Island,44,157
Corpus Uteri,27020,Female,F,2001,South Carolina,45,429
Corpus Uteri,27020,Female,F,2001,South Dakota,46,107
Corpus Uteri,27020,Female,F,2001,Tennessee,47,635
Corpus Uteri,27020,Female,F,2001,Texas,48,1799
Corpus Uteri,27020,Female,F,2001,Utah,49,205
Corpus Uteri,27020,Female,F,2001,Vermont,50,106
Corpus Uteri,27020,Female,F,2001,Virginia,51,770
Corpus Uteri,27020,Female,F,2001,Washington,53,790
Corpus Uteri,27020,Female,F,2001,West Virginia,54,296
Corpus Uteri,27020,Female,F,2001,Wisconsin,55,790
Corpus Uteri,27020,Female,F,2001,Wyoming,56,62
Corpus Uteri,27020,Female,F,2002,Alabama,1,381
Corpus Uteri,27020,Female,F,2002,Alaska,2,39
Corpus Uteri,27020,Female,F,2002,Arizona,4,554
Corpus Uteri,27020,Female,F,2002,Arkansas,5,278
Corpus Uteri,27020,Female,F,2002,California,6,3621
Corpus Uteri,27020,Female,F,2002,Colorado,8,415
Corpus Uteri,27020,Female,F,2002,Connecticut,9,581
Corpus Uteri,27020,Female,F,2002,Delaware,10,136
Corpus Uteri,27020,Female,F,2002,District of Columbia,11,77
Corpus Uteri,27020,Female,F,2002,Florida,12,2328
Corpus Uteri,27020,Female,F,2002,Georgia,13,761
Corpus Uteri,27020,Female,F,2002,Hawaii,15,183
Corpus Uteri,27020,Female,F,2002,Idaho,16,139
Corpus Uteri,27020,Female,F,2002,Illinois,17,1728
Corpus Uteri,27020,Female,F,2002,Indiana,18,916
Corpus Uteri,27020,Female,F,2002,Iowa,19,455
Corpus Uteri,27020,Female,F,2002,Kansas,20,337
Corpus Uteri,27020,Female,F,2002,Kentucky,21,501
Corpus Uteri,27020,Female,F,2002,Louisiana,22,414
Corpus Uteri,27020,Female,F,2002,Maine,23,247
Corpus Uteri,27020,Female,F,2002,Maryland,24,641
Corpus Uteri,27020,Female,F,2002,Massachusetts,25,1089
Corpus Uteri,27020,Female,F,2002,Michigan,26,1554
Corpus Uteri,27020,Female,F,2002,Minnesota,27,746
Corpus Uteri,27020,Female,F,2002,Missouri,29,760
Corpus Uteri,27020,Female,F,2002,Montana,30,126
Corpus Uteri,27020,Female,F,2002,Nebraska,31,251
Corpus Uteri,27020,Female,F,2002,Nevada,32,204
Corpus Uteri,27020,Female,F,2002,New Hampshire,33,184
Corpus Uteri,27020,Female,F,2002,New Jersey,34,1382
Corpus Uteri,27020,Female,F,2002,New Mexico,35,193
Corpus Uteri,27020,Female,F,2002,New York,36,3005
Corpus Uteri,27020,Female,F,2002,North Carolina,37,951
Corpus Uteri,27020,Female,F,2002,North Dakota,38,85
Corpus Uteri,27020,Female,F,2002,Ohio,39,1660
Corpus Uteri,27020,Female,F,2002,Oklahoma,40,313
Corpus Uteri,27020,Female,F,2002,Oregon,41,455
Corpus Uteri,27020,Female,F,2002,Pennsylvania,42,2258
Corpus Uteri,27020,Female,F,2002,Rhode Island,44,173
Corpus Uteri,27020,Female,F,2002,South Carolina,45,418
Corpus Uteri,27020,Female,F,2002,South Dakota,46,137
Corpus Uteri,27020,Female,F,2002,Tennessee,47,529
Corpus Uteri,27020,Female,F,2002,Texas,48,1826
Corpus Uteri,27020,Female,F,2002,Utah,49,196
Corpus Uteri,27020,Female,F,2002,Vermont,50,103
Corpus Uteri,27020,Female,F,2002,Virginia,51,749
Corpus Uteri,27020,Female,F,2002,Washington,53,719
Corpus Uteri,27020,Female,F,2002,West Virginia,54,317
Corpus Uteri,27020,Female,F,2002,Wisconsin,55,802
Corpus Uteri,27020,Female,F,2002,Wyoming,56,54
Corpus Uteri,27020,Female,F,2003,Alabama,1,440
Corpus Uteri,27020,Female,F,2003,Alaska,2,53
Corpus Uteri,27020,Female,F,2003,Arizona,4,457
Corpus Uteri,27020,Female,F,2003,Arkansas,5,298
Corpus Uteri,27020,Female,F,2003,California,6,3560
Corpus Uteri,27020,Female,F,2003,Colorado,8,466
Corpus Uteri,27020,Female,F,2003,Connecticut,9,584
Corpus Uteri,27020,Female,F,2003,Delaware,10,125
Corpus Uteri,27020,Female,F,2003,District of Columbia,11,63
Corpus Uteri,27020,Female,F,2003,Florida,12,2157
Corpus Uteri,27020,Female,F,2003,Georgia,13,773
Corpus Uteri,27020,Female,F,2003,Hawaii,15,169
Corpus Uteri,27020,Female,F,2003,Idaho,16,123
Corpus Uteri,27020,Female,F,2003,Illinois,17,1648
Corpus Uteri,27020,Female,F,2003,Indiana,18,844
Corpus Uteri,27020,Female,F,2003,Iowa,19,440
Corpus Uteri,27020,Female,F,2003,Kansas,20,310
Corpus Uteri,27020,Female,F,2003,Kentucky,21,532
Corpus Uteri,27020,Female,F,2003,Louisiana,22,391
Corpus Uteri,27020,Female,F,2003,Maine,23,245
Corpus Uteri,27020,Female,F,2003,Maryland,24,688
Corpus Uteri,27020,Female,F,2003,Massachusetts,25,1033
Corpus Uteri,27020,Female,F,2003,Michigan,26,1427
Corpus Uteri,27020,Female,F,2003,Minnesota,27,662
Corpus Uteri,27020,Female,F,2003,Mississippi,28,253
Corpus Uteri,27020,Female,F,2003,Missouri,29,756
Corpus Uteri,27020,Female,F,2003,Montana,30,124
Corpus Uteri,27020,Female,F,2003,Nebraska,31,284
Corpus Uteri,27020,Female,F,2003,Nevada,32,222
Corpus Uteri,27020,Female,F,2003,New Hampshire,33,200
Corpus Uteri,27020,Female,F,2003,New Jersey,34,1329
Corpus Uteri,27020,Female,F,2003,New Mexico,35,189
Corpus Uteri,27020,Female,F,2003,New York,36,3030
Corpus Uteri,27020,Female,F,2003,North Carolina,37,858
Corpus Uteri,27020,Female,F,2003,North Dakota,38,85
Corpus Uteri,27020,Female,F,2003,Ohio,39,1621
Corpus Uteri,27020,Female,F,2003,Oklahoma,40,394
Corpus Uteri,27020,Female,F,2003,Oregon,41,471
Corpus Uteri,27020,Female,F,2003,Pennsylvania,42,2292
Corpus Uteri,27020,Female,F,2003,Rhode Island,44,178
Corpus Uteri,27020,Female,F,2003,South Carolina,45,446
Corpus Uteri,27020,Female,F,2003,South Dakota,46,116
Corpus Uteri,27020,Female,F,2003,Tennessee,47,589
Corpus Uteri,27020,Female,F,2003,Texas,48,1814
Corpus Uteri,27020,Female,F,2003,Utah,49,224
Corpus Uteri,27020,Female,F,2003,Vermont,50,116
Corpus Uteri,27020,Female,F,2003,Virginia,51,799
Corpus Uteri,27020,Female,F,2003,Washington,53,782
Corpus Uteri,27020,Female,F,2003,West Virginia,54,310
Corpus Uteri,27020,Female,F,2003,Wisconsin,55,780
Corpus Uteri,27020,Female,F,2003,Wyoming,56,45
Corpus Uteri,27020,Female,F,2004,Alabama,1,442
Corpus Uteri,27020,Female,F,2004,Alaska,2,64
Corpus Uteri,27020,Female,F,2004,Arizona,4,584
Corpus Uteri,27020,Female,F,2004,Arkansas,5,258
Corpus Uteri,27020,Female,F,2004,California,6,3706
Corpus Uteri,27020,Female,F,2004,Colorado,8,466
Corpus Uteri,27020,Female,F,2004,Connecticut,9,570
Corpus Uteri,27020,Female,F,2004,Delaware,10,117
Corpus Uteri,27020,Female,F,2004,District of Columbia,11,89
Corpus Uteri,27020,Female,F,2004,Florida,12,2234
Corpus Uteri,27020,Female,F,2004,Georgia,13,728
Corpus Uteri,27020,Female,F,2004,Hawaii,15,192
Corpus Uteri,27020,Female,F,2004,Idaho,16,158
Corpus Uteri,27020,Female,F,2004,Illinois,17,1738
Corpus Uteri,27020,Female,F,2004,Indiana,18,896
Corpus Uteri,27020,Female,F,2004,Iowa,19,490
Corpus Uteri,27020,Female,F,2004,Kansas,20,354
Corpus Uteri,27020,Female,F,2004,Kentucky,21,564
Corpus Uteri,27020,Female,F,2004,Louisiana,22,402
Corpus Uteri,27020,Female,F,2004,Maine,23,225
Corpus Uteri,27020,Female,F,2004,Maryland,24,658
Corpus Uteri,27020,Female,F,2004,Massachusetts,25,1071
Corpus Uteri,27020,Female,F,2004,Michigan,26,1489
Corpus Uteri,27020,Female,F,2004,Minnesota,27,765
Corpus Uteri,27020,Female,F,2004,Mississippi,28,292
Corpus Uteri,27020,Female,F,2004,Missouri,29,790
Corpus Uteri,27020,Female,F,2004,Montana,30,141
Corpus Uteri,27020,Female,F,2004,Nebraska,31,275
Corpus Uteri,27020,Female,F,2004,Nevada,32,217
Corpus Uteri,27020,Female,F,2004,New Hampshire,33,213
Corpus Uteri,27020,Female,F,2004,New Jersey,34,1355
Corpus Uteri,27020,Female,F,2004,New Mexico,35,198
Corpus Uteri,27020,Female,F,2004,New York,36,3178
Corpus Uteri,27020,Female,F,2004,North Carolina,37,1005
Corpus Uteri,27020,Female,F,2004,North Dakota,38,99
Corpus Uteri,27020,Female,F,2004,Ohio,39,1756
Corpus Uteri,27020,Female,F,2004,Oklahoma,40,358
Corpus Uteri,27020,Female,F,2004,Oregon,41,513
Corpus Uteri,27020,Female,F,2004,Pennsylvania,42,2312
Corpus Uteri,27020,Female,F,2004,Rhode Island,44,173
Corpus Uteri,27020,Female,F,2004,South Carolina,45,431
Corpus Uteri,27020,Female,F,2004,South Dakota,46,95
Corpus Uteri,27020,Female,F,2004,Tennessee,47,606
Corpus Uteri,27020,Female,F,2004,Texas,48,1870
Corpus Uteri,27020,Female,F,2004,Utah,49,211
Corpus Uteri,27020,Female,F,2004,Vermont,50,111
Corpus Uteri,27020,Female,F,2004,Virginia,51,856
Corpus Uteri,27020,Female,F,2004,Washington,53,827
Corpus Uteri,27020,Female,F,2004,West Virginia,54,316
Corpus Uteri,27020,Female,F,2004,Wisconsin,55,841
Corpus Uteri,27020,Female,F,2004,Wyoming,56,49
Corpus Uteri,27020,Female,F,2005,Alabama,1,462
Corpus Uteri,27020,Female,F,2005,Alaska,2,55
Corpus Uteri,27020,Female,F,2005,Arizona,4,570
Corpus Uteri,27020,Female,F,2005,Arkansas,5,275
Corpus Uteri,27020,Female,F,2005,California,6,3902
Corpus Uteri,27020,Female,F,2005,Colorado,8,452
Corpus Uteri,27020,Female,F,2005,Connecticut,9,611
Corpus Uteri,27020,Female,F,2005,Delaware,10,147
Corpus Uteri,27020,Female,F,2005,District of Columbia,11,72
Corpus Uteri,27020,Female,F,2005,Florida,12,2424
Corpus Uteri,27020,Female,F,2005,Georgia,13,791
Corpus Uteri,27020,Female,F,2005,Hawaii,15,225
Corpus Uteri,27020,Female,F,2005,Idaho,16,154
Corpus Uteri,27020,Female,F,2005,Illinois,17,1823
Corpus Uteri,27020,Female,F,2005,Indiana,18,950
Corpus Uteri,27020,Female,F,2005,Iowa,19,463
Corpus Uteri,27020,Female,F,2005,Kansas,20,342
Corpus Uteri,27020,Female,F,2005,Kentucky,21,517
Corpus Uteri,27020,Female,F,2005,Louisiana,22,410
Corpus Uteri,27020,Female,F,2005,Maine,23,245
Corpus Uteri,27020,Female,F,2005,Maryland,24,683
Corpus Uteri,27020,Female,F,2005,Massachusetts,25,992
Corpus Uteri,27020,Female,F,2005,Michigan,26,1542
Corpus Uteri,27020,Female,F,2005,Minnesota,27,779
Corpus Uteri,27020,Female,F,2005,Mississippi,28,287
Corpus Uteri,27020,Female,F,2005,Missouri,29,775
Corpus Uteri,27020,Female,F,2005,Montana,30,154
Corpus Uteri,27020,Female,F,2005,Nebraska,31,249
Corpus Uteri,27020,Female,F,2005,Nevada,32,223
Corpus Uteri,27020,Female,F,2005,New Hampshire,33,190
Corpus Uteri,27020,Female,F,2005,New Jersey,34,1472
Corpus Uteri,27020,Female,F,2005,New Mexico,35,183
Corpus Uteri,27020,Female,F,2005,New York,36,3205
Corpus Uteri,27020,Female,F,2005,North Carolina,37,979
Corpus Uteri,27020,Female,F,2005,North Dakota,38,85
Corpus Uteri,27020,Female,F,2005,Ohio,39,1864
Corpus Uteri,27020,Female,F,2005,Oklahoma,40,396
Corpus Uteri,27020,Female,F,2005,Oregon,41,484
Corpus Uteri,27020,Female,F,2005,Pennsylvania,42,2356
Corpus Uteri,27020,Female,F,2005,Rhode Island,44,191
Corpus Uteri,27020,Female,F,2005,South Carolina,45,492
Corpus Uteri,27020,Female,F,2005,South Dakota,46,133
Corpus Uteri,27020,Female,F,2005,Tennessee,47,650
Corpus Uteri,27020,Female,F,2005,Texas,48,1929
Corpus Uteri,27020,Female,F,2005,Utah,49,194
Corpus Uteri,27020,Female,F,2005,Vermont,50,126
Corpus Uteri,27020,Female,F,2005,Virginia,51,878
Corpus Uteri,27020,Female,F,2005,Washington,53,870
Corpus Uteri,27020,Female,F,2005,West Virginia,54,360
Corpus Uteri,27020,Female,F,2005,Wisconsin,55,828
Corpus Uteri,27020,Female,F,2005,Wyoming,56,58
Corpus Uteri,27020,Female,F,2006,Alabama,1,494
Corpus Uteri,27020,Female,F,2006,Alaska,2,76
Corpus Uteri,27020,Female,F,2006,Arizona,4,659
Corpus Uteri,27020,Female,F,2006,Arkansas,5,304
Corpus Uteri,27020,Female,F,2006,California,6,3999
Corpus Uteri,27020,Female,F,2006,Colorado,8,462
Corpus Uteri,27020,Female,F,2006,Connecticut,9,574
Corpus Uteri,27020,Female,F,2006,Delaware,10,142
Corpus Uteri,27020,Female,F,2006,District of Columbia,11,78
Corpus Uteri,27020,Female,F,2006,Florida,12,2393
Corpus Uteri,27020,Female,F,2006,Georgia,13,830
Corpus Uteri,27020,Female,F,2006,Hawaii,15,184
Corpus Uteri,27020,Female,F,2006,Idaho,16,163
Corpus Uteri,27020,Female,F,2006,Illinois,17,1921
Corpus Uteri,27020,Female,F,2006,Indiana,18,905
Corpus Uteri,27020,Female,F,2006,Iowa,19,517
Corpus Uteri,27020,Female,F,2006,Kansas,20,347
Corpus Uteri,27020,Female,F,2006,Kentucky,21,605
Corpus Uteri,27020,Female,F,2006,Louisiana,22,406
Corpus Uteri,27020,Female,F,2006,Maine,23,301
Corpus Uteri,27020,Female,F,2006,Maryland,24,710
Corpus Uteri,27020,Female,F,2006,Massachusetts,25,1152
Corpus Uteri,27020,Female,F,2006,Michigan,26,1575
Corpus Uteri,27020,Female,F,2006,Minnesota,27,752
Corpus Uteri,27020,Female,F,2006,Mississippi,28,295
Corpus Uteri,27020,Female,F,2006,Missouri,29,817
Corpus Uteri,27020,Female,F,2006,Montana,30,116
Corpus Uteri,27020,Female,F,2006,Nebraska,31,224
Corpus Uteri,27020,Female,F,2006,Nevada,32,234
Corpus Uteri,27020,Female,F,2006,New Hampshire,33,242
Corpus Uteri,27020,Female,F,2006,New Jersey,34,1513
Corpus Uteri,27020,Female,F,2006,New Mexico,35,198
Corpus Uteri,27020,Female,F,2006,New York,36,3199
Corpus Uteri,27020,Female,F,2006,North Carolina,37,1089
Corpus Uteri,27020,Female,F,2006,North Dakota,38,110
Corpus Uteri,27020,Female,F,2006,Ohio,39,1786
Corpus Uteri,27020,Female,F,2006,Oklahoma,40,409
Corpus Uteri,27020,Female,F,2006,Oregon,41,523
Corpus Uteri,27020,Female,F,2006,Pennsylvania,42,2350
Corpus Uteri,27020,Female,F,2006,Rhode Island,44,205
Corpus Uteri,27020,Female,F,2006,South Carolina,45,483
Corpus Uteri,27020,Female,F,2006,South Dakota,46,103
Corpus Uteri,27020,Female,F,2006,Tennessee,47,684
Corpus Uteri,27020,Female,F,2006,Texas,48,2070
Corpus Uteri,27020,Female,F,2006,Utah,49,262
Corpus Uteri,27020,Female,F,2006,Vermont,50,128
Corpus Uteri,27020,Female,F,2006,Virginia,51,913
Corpus Uteri,27020,Female,F,2006,Washington,53,816
Corpus Uteri,27020,Female,F,2006,West Virginia,54,319
Corpus Uteri,27020,Female,F,2006,Wisconsin,55,917
Corpus Uteri,27020,Female,F,2006,Wyoming,56,60
Corpus Uteri,27020,Female,F,2007,Alabama,1,506
Corpus Uteri,27020,Female,F,2007,Alaska,2,56
Corpus Uteri,27020,Female,F,2007,Arizona,4,656
Corpus Uteri,27020,Female,F,2007,Arkansas,5,332
Corpus Uteri,27020,Female,F,2007,California,6,4205
Corpus Uteri,27020,Female,F,2007,Colorado,8,485
Corpus Uteri,27020,Female,F,2007,Connecticut,9,603
Corpus Uteri,27020,Female,F,2007,Delaware,10,148
Corpus Uteri,27020,Female,F,2007,District of Columbia,11,72
Corpus Uteri,27020,Female,F,2007,Florida,12,2573
Corpus Uteri,27020,Female,F,2007,Georgia,13,907
Corpus Uteri,27020,Female,F,2007,Hawaii,15,202
Corpus Uteri,27020,Female,F,2007,Idaho,16,189
Corpus Uteri,27020,Female,F,2007,Illinois,17,1891
Corpus Uteri,27020,Female,F,2007,Indiana,18,939
Corpus Uteri,27020,Female,F,2007,Iowa,19,523
Corpus Uteri,27020,Female,F,2007,Kansas,20,369
Corpus Uteri,27020,Female,F,2007,Kentucky,21,615
Corpus Uteri,27020,Female,F,2007,Louisiana,22,390
Corpus Uteri,27020,Female,F,2007,Maine,23,260
Corpus Uteri,27020,Female,F,2007,Maryland,24,765
Corpus Uteri,27020,Female,F,2007,Massachusetts,25,1124
Corpus Uteri,27020,Female,F,2007,Michigan,26,1689
Corpus Uteri,27020,Female,F,2007,Minnesota,27,815
Corpus Uteri,27020,Female,F,2007,Mississippi,28,311
Corpus Uteri,27020,Female,F,2007,Missouri,29,830
Corpus Uteri,27020,Female,F,2007,Montana,30,138
Corpus Uteri,27020,Female,F,2007,Nebraska,31,273
Corpus Uteri,27020,Female,F,2007,Nevada,32,234
Corpus Uteri,27020,Female,F,2007,New Hampshire,33,244
Corpus Uteri,27020,Female,F,2007,New Jersey,34,1563
Corpus Uteri,27020,Female,F,2007,New Mexico,35,232
Corpus Uteri,27020,Female,F,2007,New York,36,3266
Corpus Uteri,27020,Female,F,2007,North Carolina,37,1115
Corpus Uteri,27020,Female,F,2007,North Dakota,38,94
Corpus Uteri,27020,Female,F,2007,Ohio,39,1963
Corpus Uteri,27020,Female,F,2007,Oklahoma,40,413
Corpus Uteri,27020,Female,F,2007,Oregon,41,522
Corpus Uteri,27020,Female,F,2007,Pennsylvania,42,2484
Corpus Uteri,27020,Female,F,2007,Rhode Island,44,208
Corpus Uteri,27020,Female,F,2007,South Carolina,45,556
Corpus Uteri,27020,Female,F,2007,South Dakota,46,118
Corpus Uteri,27020,Female,F,2007,Tennessee,47,664
Corpus Uteri,27020,Female,F,2007,Texas,48,2143
Corpus Uteri,27020,Female,F,2007,Utah,49,223
Corpus Uteri,27020,Female,F,2007,Vermont,50,113
Corpus Uteri,27020,Female,F,2007,Virginia,51,933
Corpus Uteri,27020,Female,F,2007,Washington,53,792
Corpus Uteri,27020,Female,F,2007,West Virginia,54,334
Corpus Uteri,27020,Female,F,2007,Wisconsin,55,925
Corpus Uteri,27020,Female,F,2007,Wyoming,56,60
Corpus Uteri,27020,Female,F,2008,Alabama,1,520
